,我拿起手機，輸入了最後的答案。,hello.mp3
,一顆水珠降落在螢幕上。,hello.mp3
我,啊，下雨了呢,hello.mp3
,我取出了背包中的折疊傘。,hello.mp3
,就在此時，電話終於響起。,hello.mp3
我,結束了吧，我在湖邊，趕緊過來吧,hello.mp3
,我搶先說道。,hello.mp3
妹妹,……,hello.mp3
我,妹妹，別鬧了，雨越下越大了。,hello.mp3
妹妹,果然，你只是在敷衍我而已吧。,hello.mp3
我,敷衍？才沒有呢......,hello.mp3
妹妹,哥哥一直對我很好，現在也只是不想傷害我而已吧。,hello.mp3
我,不是的……,hello.mp3
妹妹,哥哥對我的喜歡也只是兄妹的喜歡而已吧。,hello.mp3
我,妹妹，你聽我說……,hello.mp3
妹妹,為什麼到了最後一步還要說謊？,hello.mp3
我,我沒有說謊！,hello.mp3
妹妹,你如果喜歡我為什麼從來沒有察覺到我的心情！,hello.mp3
,一陣沉寂。,hello.mp3
,電話那邊沒有聲音，另一邊則是只有滂沱大雨。,hello.mp3
,然而雨聲再大，卻沒辦法掩蓋簡單的事實。,hello.mp3
,剛剛的那句話是從後方傳來的。,hello.mp3
,我緩緩轉過身，看到有個人影逐漸從樹下走出來。,hello.mp3
,那個人披頭散髮，衣服已經濕透，睫毛上的水珠多到分不清是雨水還是淚水。,hello.mp3
,然而身為哥哥的我，沒有上前阻止她，也沒有將傘遞給她，就任由我們兩個在大雨中，無聲的對望。,hello.mp3
我,你不是在湖心亭嗎？,hello.mp3
妹妹,現在還是沒有橋，怎麼過去？,hello.mp3
,一時間，我竟無話可說。,hello.mp3
妹妹,果然都忘記了。要不是我寫了日記，佈下了這個局，,hello.mp3
,以前的事情你永遠都不會想起來的吧。,hello.mp3
我,……,hello.mp3
妹妹,哥哥大概還以為我跟哪個系上的人交往了吧，到最後果然只是我的單相思嗎……,hello.mp3
我,不是這樣的……,hello.mp3
,我打斷了她。,hello.mp3
妹妹,…？,hello.mp3
我,我也一直都是喜歡你的啊，聽到你被河北馬鈴薯王綁架的那刻，我有多麼的緊張你知道嗎？,hello.mp3
我,我看到日記中，你喜歡上了某個人，我心裡也會有不安的，覺得妹妹不知是被哪個男生搶走了，心裡怎麼可能不會難過……,hello.mp3
,我鬆開了手，傘掉到了地上。,hello.mp3
我,但我們是兄妹啊，是不能在一起的關係啊，你能理解我有多痛苦嗎？,hello.mp3
我,你要我讀懂你的心情，那對於我你又知道多少？,hello.mp3
我,做為一個哥哥，要我怎麼說得出我喜歡你啊！,hello.mp3
,我對心愛的人大吼了。,hello.mp3
,她面無表情，似乎有什麼要說，但是卻一動也不動的站著。,hello.mp3
,她瞳中的光芒逐漸黯淡，她顫抖的眉梢傳達出不安的情緒。,hello.mp3
,她好美。,hello.mp3
,但她越漂亮，越凸顯了她心中的自責和不知所措。,hello.mp3
,為什麼會變成這樣？明明心意相通，我們卻因為自己的自尊心而吵了起來，想要為自己的情感辯護。,hello.mp3
,為甚麼不能為了兩人的幸福各退一步，坦然接納彼此的脆弱？,hello.mp3
妹妹,我知道了。,hello.mp3
妹妹,對不起，是我不好。,hello.mp3
妹妹,是我的不好，我只想到自己…對不起，對不起我這麼的不信任你，為了我自己，假裝被綁架，花了你這麼久，讓你這麼擔心我…,hello.mp3
我,呃，不，別這麼說……,hello.mp3
妹妹,我是不是很幼稚……利用哥哥一直對我這麼好，設計這種事情還覺得很有趣。,hello.mp3
妹妹,我好自私，請你原諒我……,hello.mp3
,妹妹開始大哭了起來。看到她頰上的淚痕，我的心中又是一陣酸痛。,hello.mp3
,不能再這樣下去了。,hello.mp3
,我往前兩個大步，走到了她的面前。,hello.mp3
妹妹,…哥？,hello.mp3
我,別說話。,hello.mp3
,我用力的將她抱入懷中。,hello.mp3
,她的身體好冰，顯然雨水的冰冷已經讓她的身體承受不住了，她胸口的起伏也微弱到幾乎感覺不到了。,hello.mp3
,我趕緊撿起了丟在地上的雨傘，就這樣抱著她。,hello.mp3
,就這樣過了好久。,hello.mp3
,雨勢逐漸變小，她的抽泣聲也慢慢地聽不見了。,hello.mp3
,然後，她終於伸起手抱住了我的背。,hello.mp3
我,冷靜下來了嗎？,hello.mp3
妹妹,嗯。,hello.mp3
我,我真的喜歡你。,hello.mp3
妹妹,……,hello.mp3
我,你又不說話了。,hello.mp3
妹妹,真的喜歡我？,hello.mp3
我,嗯。,hello.mp3
妹妹,我以後可能會一直耍小脾氣喔？,hello.mp3
我,嗯。,hello.mp3
妹妹,再怎麼任性都沒有關係？,hello.mp3
我,嗯。,hello.mp3
妹妹,你說謊。,hello.mp3
我,不，是真的。,hello.mp3
,我低頭看向她，一絲陽光斜射在她的臉頰上，真是美麗的紅暈。,hello.mp3
我,你臉好紅喔。,hello.mp3
妹妹,去死啦。,hello.mp3
,背上傳來劇烈的疼痛感。,hello.mp3
我,唉唷，別這樣。,hello.mp3
,妹妹輕輕把我推開，撥了撥她的秀髮。,hello.mp3
妹妹,走吧，我有點餓了。,hello.mp3
,轉身就要離開。,hello.mp3
,我站在原地，看著她輕盈的背影。,hello.mp3
我,妹妹……,hello.mp3
妹妹,怎麼了？,hello.mp3
,她轉頭回道。,hello.mp3
我,鬧脾氣的時候也很可愛喔。,hello.mp3
,她愣了一下，又轉身要走了。,hello.mp3
,我快步追了上去。,hello.mp3
,真是個麻煩的妹妹。,hello.mp3
